SKU,Equipment Category,Part Group,Part Name,Base Price,Sell Price,Tax Code,Active,Competitor Site,Competitor Item,Competitor Price (AUD),Notes
,Tiller / Cultivator,Carburettor,Fuel Cap,20.83,25.0,,Yes,,,,nan | Baseline autofill
,Tiller / Cultivator,Carburettor,Fuel Filter,20.83,25.0,,Yes,,,,
,Tiller / Cultivator,Carburettor,Fuel Line,15.83,19.0,,Yes,,,,nan | Baseline autofill
,Tiller / Cultivator,Carburettor,Grommet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Carburettor,Jet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Carburettor,Lifter,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Carburettor,Needle & Seat,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Carburettor,Poppet Valve,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Carburettor,Primer,15.83,19.0,,Yes,,,,
,Tiller / Cultivator,Carburettor,Throttle Cable,40.83,49.0,,Yes,,,,nan | Baseline autofill
,Tiller / Cultivator,Carburettor,Throttle Control,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Carburettor,Vent,13.33,16.0,,Yes,,,,nan | Baseline autofill
,Tiller / Cultivator,Engine / Sundry Parts,Bearings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Engine / Sundry Parts,Carburettor Assembly (New),20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Engine / Sundry Parts,Cylinder Head,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Engine / Sundry Parts,Decompressor,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Engine / Sundry Parts,Flywheel Key,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Engine / Sundry Parts,Fuel Tank,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Engine / Sundry Parts,Gaskets,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Tiller / Cultivator,Engine / Sundry Parts,Muffler,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Engine / Sundry Parts,Oil Change,10.0,12.0,,Yes,,,,
,Tiller / Cultivator,Engine / Sundry Parts,Oil Seal Bottom,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Engine / Sundry Parts,Oil Seal Top,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Engine / Sundry Parts,Piston Rings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Engine / Sundry Parts,Spark Plug,15.0,18.0,,Yes,,,,
,Tiller / Cultivator,Engine / Sundry Parts,Starter Assembly,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Engine / Sundry Parts,Valves,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Logistics / Service,Disposal,10.0,12.0,,Yes,,,,
,Tiller / Cultivator,Magneto / Ignition,Boots,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Magneto / Ignition,Coil,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Parts,Blade Sharpen,54.17,65.0,,Yes,,,,
,Tiller / Cultivator,Starter,Cord,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Tiller / Cultivator,Starter,Ferrule,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Starter,Handle,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Starter,Mainspring,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Starter,Pulley,20.83,25.0,,Yes,,,,nan | Fallback $25
,Tiller / Cultivator,Starter,Washer,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Carburettor,Air Filter,26.67,32.0,,Yes,,,,
,Water Pump,Carburettor,Carburettor Gasket Kit,40.0,48.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Carburettor,Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Carburettor,End Cap,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Carburettor,Fuel Cap,20.83,25.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Carburettor,Fuel Filter,20.83,25.0,,Yes,,,,
,Water Pump,Carburettor,Fuel Line,15.83,19.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Carburettor,Grommet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Carburettor,Jet,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Carburettor,Lifter,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Carburettor,Needle & Seat,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Carburettor,Poppet Valve,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Carburettor,Primer,15.83,19.0,,Yes,,,,
,Water Pump,Carburettor,Throttle Cable,40.83,49.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Carburettor,Throttle Control,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Carburettor,Vent,13.33,16.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Engine / Sundry Parts,Bearings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Engine / Sundry Parts,Carburettor Assembly (New),20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Engine / Sundry Parts,Cylinder Head,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Engine / Sundry Parts,Decompressor,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Engine / Sundry Parts,Flywheel Key,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Engine / Sundry Parts,Fuel Tank,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Engine / Sundry Parts,Gaskets,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Engine / Sundry Parts,Muffler,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Engine / Sundry Parts,Oil Change,10.0,12.0,,Yes,,,,
,Water Pump,Engine / Sundry Parts,Oil Seal Bottom,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Engine / Sundry Parts,Oil Seal Top,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Engine / Sundry Parts,Piston Rings,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Engine / Sundry Parts,Spark Plug,15.0,18.0,,Yes,,,,
,Water Pump,Engine / Sundry Parts,Starter Assembly,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Engine / Sundry Parts,Valves,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Logistics / Service,Disposal,10.0,12.0,,Yes,,,,
,Water Pump,Magneto / Ignition,Boots,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Magneto / Ignition,Coil,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Parts,Test the Pump,37.5,45.0,,Yes,,,,
,Water Pump,Pump Parts,Check Valve,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Pump Parts,Hose Tail & Clamps,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Pump Parts,Impeller / Diaphragm,32.5,39.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Pump Parts,Inlet Filter / Strainer,15.83,19.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Pump Parts,O-Ring Set,7.5,9.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Pump Parts,Pump Oil,12.5,15.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Pump Parts,Seal Kit,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Pump Parts,Unloader / Pressure Regulator,65.83,79.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Starter,Cord,24.17,29.0,,Yes,,,,nan | Baseline autofill
,Water Pump,Starter,Ferrule,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Starter,Handle,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Starter,Mainspring,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Starter,Pulley,20.83,25.0,,Yes,,,,nan | Fallback $25
,Water Pump,Starter,Washer,20.83,25.0,,Yes,,,,nan | Fallback $25
